City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Guangyuan,CN,32.442,105.823,49.73,91,100,7.14,moderate rain
699,Comodoro Rivadavia,AR,-45.8667,-67.5,73.26,38,0,12.66,clear sky
700,Mhlambanyatsi,SZ,-26.45,31.0167,62.28,60,100,3.22,overcast clouds
701,Dogbo,BJ,6.8167,1.7833,90.57,50,100,11.52,overcast clouds
702,Vao,NC,-22.6667,167.4833,76.91,82,94,17.16,overcast clouds
703,Chatham,GB,51.3789,0.5279,66.88,52,100,1.01,overcast clouds
704,Suileng,CN,47.25,127.0833,37.18,35,4,6.31,clear sky
705,Codajas,BR,-3.8367,-62.0569,85.33,66,100,5.86,moderate rain
706,Aksarka,RU,66.5606,67.7975,33.78,99,100,10.31,overcast clouds
707,Jeannette,US,40.3281,-79.6153,53.76,89,75,8.99,light rain
708,Kirakira,SB,-10.4544,161.9205,79.63,84,41,6.82,scattered clouds
709,Sinnar,SD,13.5691,33.5672,103.82,12,80,4.12,broken clouds
710,Nyanguge,TZ,-2.55,33.2,78.21,62,91,4.63,overcast clouds
711,Wenatchee,US,47.4235,-120.3103,38.66,93,99,3.38,snow
712,Fortuna,US,40.5982,-124.1573,47.93,96,100,8.05,overcast clouds
713,Christchurch,NZ,-43.5333,172.6333,52.92,90,29,1.14,scattered clouds
